"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Tech Lead,Technical Consultancy & Solutioning,2, $ 172 , $ 344 , $ 200 , $ 400.00 ,,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Developer,Tech,45, $ 144 ," $ 6,480 ", $ 150 ," $ 6,750.00 ",,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Project Manager,Project Management,20, $ 131 ," $ 2,620 ", $ 180 ," $ 3,600.00 ",,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Marketer,Marketing,19, $ 140 ," $ 2,660 ", $ 170 ," $ 3,230.00 "," $ 5,080.00 ",
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Marketing Director,Marketing Direction,1, $ 240 , $ 240 , $ 240 , $ 240.00 ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Content Strategist,Strategy,0, $ 133 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Tech Lead,Technical Consultancy & Solutioning,1, $ 172 , $ 172 , $ 200 , $ 200.00 ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Developer,Tech,7, $ 144 ," $ 1,008 ", $ 150 ," $ 1,050.00 ",,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Essential] SEO package: Maintenance and Reporting package (monthly),"- Monthly monitoring, reporting, analysis, and SEO recommendations within the Looker Studio Dashboard
- Package of content optimisations for 10 pages including Title, Description, H1, and Keyword insertion
- Package of 10 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketer,Marketing,44, $ 140 ," $ 6,160 ", $ 170 ," $ 7,480.00 "," $ 10,230.00 ",
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketing Director,Marketing Direction,7, $ 240 ," $ 1,680 ", $ 240 ," $ 1,680.00 ",,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",[Expense],Shutterstock (per image),7, $ 50 , $ 350 , $ 50 , $ 350.00 ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Content Strategist,Strategy,0, $ 133 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Tech Lead,Technical Consultancy & Solutioning,0, $ 172 , $ -   , $ 200 , $ -   ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
[Essential] SEO package: First page ranking for 5 keywords,"- Conduct topic and keyword research to identify 5 high-search-volume and trending keywords (selected by the agency, approved by the client)
- 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Marketer,Marketing,16, $ 140 ," $ 2,240 ", $ 170 ," $ 2,720.00 "," $ 8,280.00 ",
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Marketing Director,Marketing Direction,1, $ 240 , $ 240 , $ 240 , $ 240.00 ,,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",[Expense],Backlinks Pack B,1," $ 1,400 "," $ 1,400 "," $ 2,800 "," $ 2,800.00 ",,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Content Strategist,Strategy,0, $ 133 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Tech Lead,Technical Consultancy & Solutioning,0, $ 172 , $ -   , $ 200 , $ -   ,,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Developer,Tech,12, $ 144 ," $ 1,728 ", $ 150 ," $ 1,800.00 ",,
[Essential] SEO package: Optimisations for 5 pages,"- Package of content optimisations for 5 pages including Title, Description, H1, and Keyword insertion
- Package of domain recommendations, acquisition of 5 backlinks, and creation of 5 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)
- Schema Markups Package: Implementation of up to 3 schema markup types across the site
- Package of technical fixes to adjust Image formats and minify files across these 5 pages",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
